system:index,NDVI_01_Jan,NDVI_02_Feb,NDVI_03_Mar,NDVI_04_Apr,NDVI_05_May,NDVI_06_Jun,NDVI_07_Jul,NDVI_08_Aug,NDVI_09_Sep,NDVI_10_Oct,NDVI_11_Nov,NDVI_12_Dec,NDVI_Max,NDVI_Mean,NDVI_Min,NDVI_StdDev,class,.geo
1008_0,0.4033708,0.37402016,0.30494753,0.16667907,0.40485683,0.6285632,0.5927995,0.49830508,0.32245478,0.6789025,0.60399246,0.5818667,0.6789025,0.46339655,0.16667907,0.15097433867986487,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1009_0,0.24887249,0.27675945,0.39493847,0.1793065,0.2264,0.7379596,0.7504626,0.5511442,0.16694772,0.8060837,0.76288897,0.6230237,0.8060837,0.47706562,0.16694772,0.2425828382917527,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1010_0,0.25772285,0.2859025,0.37358642,0.22155952,0.33876884,0.74853355,0.6605593,0.5615449,0.14993805,0.49316263,0.64979,0.52353406,0.74853355,0.4387169,0.14993805,0.1861653526682476,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1011_0,0.6933976,0.38907105,0.29816318,0.3127466,0.35307518,0.82135767,0.88028467,0.66896224,-0.2554622,0.82015365,0.86065745,0.7871179,0.88028467,0.55246043,-0.2554622,0.3261184472982577,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1012_0,0.69072163,0.39925966,0.27984345,0.34789732,0.31651956,0.8294397,0.89697206,0.7141567,-0.11857143,0.78825706,0.84401757,0.77093023,0.89697206,0.56328696,-0.11857143,0.29905185866131884,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1013_0,0.7001908,0.49310997,0.28765407,0.34560707,0.17401764,0.7416182,0.86177206,0.72043014,0.109266944,0.9150943,0.855913,0.7718194,0.9150943,0.58137447,0.109266944,0.27374531184249223,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1014_0,0.48740226,0.42458808,0.38595775,0.5154355,0.6716662,0.563728,0.58193696,0.5228277,0.69608736,0.76178235,0.21250328,0.6126943,0.76178235,0.53638417,0.21250328,0.1432665952779419,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1015_0,0.649,0.2828175,0.40967485,0.15560555,0.8367856,0.8492697,0.7911288,0.31276298,0.14340898,0.9098436,0.1979295,0.75600475,0.9098436,0.5245193,0.14340898,0.2881062583186691,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1016_0,0.46195793,0.23500612,0.3164557,0.30368638,0.45602322,0.5753365,0.5948136,0.26282236,0.3215455,0.629532,0.12009705,0.45650327,0.629532,0.39448163,0.12009705,0.1522011168189346,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1017_0,0.24087591,0.22909881,0.21672817,0.20244898,0.5887038,0.8405829,0.8323844,-0.119864464,0.4785036,0.9061033,0.71083754,0.2639571,0.9061033,0.44919667,-0.119864464,0.31124316591001544,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1018_0,0.3335421,0.28035814,0.2668248,0.27091932,0.6294314,0.7838765,0.8331053,0.16450727,0.4753363,0.90606755,0.68130547,0.31875,0.90606755,0.49533537,0.16450727,0.24742230594290657,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1019_0,0.2779953,0.49546167,0.42158917,0.33333334,0.3118122,0.60598505,0.5388833,0.21523291,0.611555,0.63105464,0.59491575,0.4856504,0.63105464,0.46028906,0.21523291,0.13916286716673373,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1020_0,0.55697656,0.57352024,0.4604544,0.49757868,0.58214575,0.5747889,0.69519013,0.75816673,0.246161,0.75807077,0.63362265,0.655527,0.75816673,0.58268356,0.246161,0.13489235984083425,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1021_0,0.4503492,0.46224678,0.36751613,0.4571165,0.6179517,0.5752993,0.65704584,0.64681077,0.3041409,0.7514828,0.7571147,0.60267556,0.7571147,0.5541459,0.3041409,0.13909056025230315,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1022_0,0.39886093,0.40056473,0.31433597,0.42455244,0.60303116,0.59527886,0.66225684,0.72393537,0.16895874,0.46781117,0.59023356,0.46629214,0.72393537,0.484676,0.16895874,0.1509780942766841,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1023_0,0.20134793,0.5975359,0.5155,0.48816362,0.30769232,0.59339434,0.81127924,0.7417389,0.24133116,0.009009009,0.15892673,0.68188304,0.81127924,0.4456502,0.009009009,0.24530103655194288,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1024_0,0.3278867,0.29528826,0.3395987,0.44931042,0.52403283,0.5052427,0.5401817,0.600268,0.41261914,0.44561017,0.50958747,0.40807715,0.600268,0.44647527,0.29528826,0.08984144626181484,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1025_0,0.16149732,0.5500186,0.50870806,0.53359246,0.23688155,0.528584,0.75457877,0.7038242,0.40320593,0.4310559,0.30348623,0.60754716,0.75457877,0.47691503,0.16149732,0.17141680860406686,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1026_0,0.33417404,0.3875969,0.39081386,0.47046357,0.57567185,0.61081976,0.50995576,0.57836336,0.5789811,0.7204559,0.24105754,0.4763304,0.7204559,0.489557,0.24105754,0.12855462689031347,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1027_0,0.2893773,0.7950276,0.57166106,0.23891734,0.085383505,0.55900085,0.73625606,0.6518668,0.08506616,0.6045412,0.6762428,0.792314,0.7950276,0.5071379,0.08506616,0.251324431219081,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1028_0,0.30575308,0.3957254,0.34646776,0.45391545,0.4847397,0.56005704,0.44809982,0.5212922,0.58687645,0.70171976,0.16724566,0.46225506,0.70171976,0.4528456,0.16724566,0.13385122197108218,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1029_0,0.6846824,0.42216474,0.3606949,0.27082047,0.80695355,0.17442127,0.83220977,0.40520984,0.5739556,0.87085515,-0.017155929,0.49000487,0.87085515,0.48956805,-0.017155929,0.2647188447372065,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1030_0,0.64993566,0.42340714,0.36025265,0.29418814,0.7777778,0.18761726,0.8081923,0.45181313,0.60378635,0.86278194,0.0029850747,0.47893462,0.86278194,0.491806,0.0029850747,0.2502210997905329,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1031_0,0.67860746,0.3823781,0.27940208,0.28136882,0.78093404,0.25892138,0.82297003,0.31779054,0.49850747,0.8247191,0.0068662455,0.36075792,0.8247191,0.4577686,0.0068662455,0.2522174013172135,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1032_0,0.27832168,0.3043891,0.2684234,0.2586677,0.24333152,0.5611413,0.6697905,0.6211144,0.18563789,0.69799876,0.8510591,0.4656032,0.8510591,0.45045656,0.18563789,0.2131874005690898,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1033_0,0.25333333,0.29297596,0.27484593,0.2824906,0.20217918,0.5895722,0.7149465,0.6584728,0.06585859,0.77585673,0.8782232,0.48166877,0.8782232,0.45586866,0.06585859,0.2507219163624891,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1034_0,0.37163815,0.40144607,0.2774463,0.5076614,0.4526871,0.69808346,0.6125683,0.4745232,0.64326686,0.61756957,0.5722161,0.5048544,0.69808346,0.5111634,0.2774463,0.11855590012516509,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1035_0,0.46748143,0.6197036,0.47283703,0.2604052,0.8195056,0.784692,0.76293576,0.6984127,0.8381791,0.7902579,0.75869334,0.5523466,0.8381791,0.6521208,0.2604052,0.17218066550161026,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1036_0,0.32591715,0.31790394,0.30717123,0.17753439,0.609633,0.47964752,0.4321343,0.3646139,0.6045714,0.57686454,0.50747037,0.472,0.609633,0.43128848,0.17753439,0.12943063554398174,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1037_0,0.60662526,0.45857906,0.32855618,0.1177432,0.84350187,0.76615834,0.7119304,0.6337014,0.83975345,0.84498096,0.624295,0.5706462,0.84498096,0.6122059,0.1177432,0.21292105876408038,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1038_0,0.25847265,0.22344323,0.19873418,0.20445505,0.24510638,0.19824524,0.687885,0.52662355,0.06278027,-0.33044234,-0.09763618,0.2498957,0.687885,0.2022969,-0.33044234,0.24865544693823208,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1039_0,0.2316611,0.22498927,0.19405633,0.17226712,0.2609929,0.52501625,0.6833721,0.56681514,0.108940646,-0.29110512,-0.08411215,0.19079436,0.6833721,0.23197399,-0.29110512,0.25787616300422855,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1040_0,0.29345796,0.3903134,0.28853756,0.33996683,0.38666666,0.7384879,0.76744187,0.21205357,0.1460084,-0.061124694,-0.07198228,0.2079772,0.76744187,0.30315036,-0.07198228,0.24778883046232925,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1041_0,0.26779252,0.51804423,0.5479204,0.6704209,0.2632933,0.2800142,0.700579,0.65611815,0.21052632,0.16296296,0.036701404,0.7448091,0.7448091,0.42159855,0.036701404,0.2332414285801942,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1042_0,0.66022587,0.62185794,0.4418964,0.6354254,0.7577885,0.32110643,0.67291474,0.6262158,0.35967302,0.7623948,-0.037528977,0.7079129,0.7623948,0.5441569,-0.037528977,0.22432033784572333,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1043_0,0.39362395,0.3447481,0.3121987,0.395,0.67622346,0.12795031,0.36507937,0.4057816,0.5524543,0.43189755,-0.023690572,0.49686924,0.67622346,0.373178,-0.023690572,0.17486062678776473,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1044_0,0.37791044,0.5472452,0.35093242,0.3630055,0.38563642,0.4565465,0.6386431,0.39909735,0.5443529,0.6911392,0.5917278,0.43280047,0.6911392,0.48158646,0.35093242,0.11175103775786233,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1045_0,0.4425532,0.69019365,0.49201742,0.32302773,0.5069082,0.5017065,0.8169491,0.48980048,0.49373433,0.47602132,0.6208943,0.3362776,0.8169491,0.51584035,0.32302773,0.13244237863309233,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1046_0,0.3579454,0.74807805,0.4830906,0.25352517,0.32778198,0.53166986,0.7890871,0.40633485,0.3129771,0.54380167,0.45644236,0.36129254,0.7890871,0.46433556,0.25352517,0.16034709092701807,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1047_0,0.2629521,0.28889766,0.30026644,0.31709298,0.27113062,0.64735204,0.8118235,0.66829497,0.18019257,0.6266472,0.798426,0.25080946,0.8118235,0.45199046,0.18019257,0.22648887968700385,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1048_0,0.25935373,0.28561038,0.26040533,0.31650805,0.3223796,0.7075356,0.8212121,0.618677,0.13285884,0.5775143,0.74972796,0.16861945,0.8212121,0.43503353,0.13285884,0.23258698447675716,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1049_0,0.24122448,0.26345158,0.25668663,0.31654677,0.29089952,0.6988417,0.82396233,0.5643863,0.07911548,0.5765657,0.7269994,0.2002256,0.82396233,0.4199088,0.07911548,0.23373041613027398,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1050_0,0.25272068,0.20466557,0.16609783,0.06187493,0.11935628,0.7011163,0.7646752,0.5832141,0.12395543,0.5718475,0.8160338,0.5897821,0.8160338,0.41294497,0.06187493,0.2704464665486207,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1051_0,0.23742895,0.22009878,0.1912088,0.13693099,0.79795396,0.85789144,0.7482456,0.09756097,0.7426382,0.75887394,0.4353623,0.18911803,0.85789144,0.45110932,0.09756097,0.29053632959474907,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1052_0,0.40684023,0.39144558,0.3357825,0.47459894,0.6020885,0.6999778,0.5762009,0.7224124,0.44077238,0.45897204,0.64916617,0.64897466,0.7224124,0.533936,0.3357825,0.12569070121319775,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1053_0,0.5898952,0.2712051,0.25097346,0.201091,0.20984279,0.6321559,0.76299375,0.6610346,0.22444525,0.5754409,0.37404147,0.30486357,0.76299375,0.42149857,0.201091,0.19793920565193424,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1054_0,0.32833186,0.4620985,0.48341662,0.6385284,0.69433963,0.5492958,0.6770943,0.5062907,0.69912416,0.9046754,0.70664567,0.41055718,0.9046754,0.5883665,0.32833186,0.1534011421207011,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1055_0,0.332385,0.3561583,0.24407375,0.3517018,0.3503937,0.30339622,0.42546973,0.29052764,0.65667164,0.5740875,0.23216015,0.609036,0.65667164,0.39383847,0.23216015,0.13698024916764043,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1056_0,0.35096154,0.4403618,0.40204677,0.41347066,0.4486712,0.58693403,0.39963832,0.69959265,0.46375304,0.59357625,0.4711073,0.46233925,0.69959265,0.4777044,0.35096154,0.09544264104285302,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1057_0,0.7711682,0.7347243,0.23068494,0.20998372,0.1366569,0.35583413,0.628882,0.5747407,-0.43057504,-0.4942768,-0.1717297,-0.11341464,0.7711682,0.20272322,-0.4942768,0.4165172251984141,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1058_0,0.22254974,0.23060189,0.18181819,0.15220834,-0.009708738,0.78514427,0.8190983,0.4603396,0.06037736,-0.42975205,-0.25239617,0.15783603,0.8190983,0.1981764,-0.42975205,0.3492817498020519,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1059_0,0.788008,0.7179553,0.21639109,0.13850063,0.4907344,0.82637507,0.8553846,0.22559474,-0.0023148148,-0.123755336,0.040224507,6.644518E-4,0.8553846,0.34781355,-0.123755336,0.3504715539003403,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1060_0,0.24423076,0.2534806,0.24976392,0.20761728,0.21303259,0.5532097,0.7284096,0.6079456,-0.006968641,-0.09659677,-0.037770897,0.16702509,0.7284096,0.25694823,-0.09659677,0.2462087646268804,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1061_0,0.47793907,0.21554576,0.21265462,0.13430852,0.18106394,0.33670774,0.79096043,0.6515344,-0.33130237,-0.689759,-0.009887005,0.2409894,0.79096043,0.18422963,-0.689759,0.3841477586403846,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1062_0,0.28401828,0.29338843,0.2726415,0.19193155,0.8636485,0.8733261,0.78228706,0.27503973,0.13706666,-0.05636743,0.47339848,0.24266666,0.8733261,0.38608712,-0.05636743,0.28727453036731043,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1063_0,0.39427987,0.3385306,0.32314628,0.19331066,0.8964949,0.87614757,0.738166,0.43824703,0.377209,-0.2870036,0.3568167,0.26549962,0.8964949,0.40923706,-0.2870036,0.3072601533807305,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1064_0,0.27180433,0.26804352,0.24827124,0.14064436,0.78657717,0.84122866,0.8196299,0.21040724,0.112399645,0.3402418,0.65719205,0.20681265,0.84122866,0.40860438,0.112399645,0.269128003523201,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1065_0,0.24147934,0.23252413,0.20596702,0.1367657,0.8020154,0.8418681,0.8258272,0.1347918,0.5171583,0.86776334,0.638353,0.15646258,0.86776334,0.466748,0.1347918,0.29774622467100514,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1066_0,0.21589607,0.20675105,0.17970401,0.09899837,0.7945084,0.8145407,0.8081928,0.12463768,0.46896994,0.87026674,0.60938454,0.16701725,0.87026674,0.4465723,0.09899837,0.2997639457019225,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1067_0,0.22062169,0.21563682,0.17937815,0.07477477,0.79324895,0.82432145,0.8051331,0.11624441,0.5193405,0.8687207,0.6271598,0.18080264,0.8687207,0.45211524,0.07477477,0.3028962370611024,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1068_0,0.23570621,0.23332605,0.22886233,0.26913157,0.12700596,0.14051841,0.29266056,0.21612091,0.0323993,0.8543336,0.719374,0.19401042,0.8543336,0.29528743,0.0323993,0.23144133568203815,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1069_0,0.5079839,0.46364135,0.41196105,0.49654806,0.6763082,0.649785,0.5769962,0.56386,0.008,0.71392,0.7417747,0.63378775,0.7417747,0.5370472,0.008,0.18716862196995707,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1070_0,0.24008864,0.21316615,0.21623772,0.33333334,0.521859,0.44446787,0.34110335,0.33484572,0.027288733,0.8191644,0.68637073,0.59810877,0.8191644,0.39800286,0.027288733,0.21584183139426924,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1071_0,0.3101129,0.30438885,0.25185102,0.31501514,0.4010067,0.79564804,0.7824418,0.83296895,0.26989335,0.628671,0.17891194,0.675571,0.83296895,0.4788734,0.17891194,0.23381604049399773,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1072_0,0.62470025,0.5131451,0.44016713,0.4249845,0.35032967,0.07928642,0.53492916,0.7832891,0.7888945,0.06423777,0.23604396,0.7310427,0.7888945,0.46425417,0.06423777,0.23924763039711192,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1073_0,0.75637937,0.7890477,0.39585933,0.15734062,0.6684533,0.79039085,0.78667367,0.1326245,0.62348557,0.89983225,0.597193,0.212828,0.89983225,0.567509,0.1326245,0.2613632189272776,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1074_0,0.3163192,0.29736674,0.24181184,0.071961984,0.48353097,0.82724583,0.824123,0.16363636,0.4004193,0.9023973,0.8088829,0.14865461,0.9023973,0.45719582,0.071961984,0.2913960025146189,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1075_0,0.3292683,0.32989025,0.24447514,0.12121599,0.447132,0.8168259,0.7066467,0.27218556,0.58578986,0.79023993,0.7357798,0.32932693,0.8168259,0.47573137,0.12121599,0.22983432946955157,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1076_0,0.20472714,0.22191098,0.19695482,0.09042717,0.5121763,0.86497706,0.8314949,0.17087892,0.28927535,0.85965896,0.7688766,0.20837298,0.86497706,0.4349776,0.09042717,0.2966531891632563,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1077_0,0.58856,0.5779238,0.47589988,0.7037568,0.84425944,0.7932987,0.81461287,0.6801948,0.8094869,0.8209862,0.75729924,0.7572472,0.84425944,0.71862715,0.47589988,0.1116624818857231,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1078_0,0.54219407,0.4884626,0.4087883,0.60861236,0.7780916,0.7686341,0.7706009,0.67406785,0.7749689,0.79289025,0.77726,0.78347325,0.79289025,0.6806703,0.4087883,0.12973525870017355,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1079_0,0.5770235,0.54191136,0.44213334,0.66799915,0.8038997,0.79261637,0.80572045,0.68095917,0.7769769,0.81641406,0.74808216,0.696816,0.81641406,0.69587934,0.44213334,0.11552156016341977,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1080_0,0.23066607,0.23237714,0.2260184,0.18340611,0.31735536,0.32728142,0.487228,0.21448468,0.5445545,0.82554334,0.51048064,0.20488721,0.82554334,0.35869023,0.18340611,0.18705543044472747,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1081_0,0.36885345,0.3231156,0.31786427,0.31581658,0.7496095,0.7985128,0.7483381,0.40120968,0.45074224,0.57388085,0.53712237,0.3283489,0.7985128,0.49278453,0.31581658,0.1771375905931153,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1082_0,0.2962298,0.28264925,0.24536178,0.29778582,0.20208877,0.1466031,0.19655856,0.82460976,0.6260274,0.12068965,0.17402597,0.17162472,0.82460976,0.29868788,0.12068965,0.20271352795650802,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1083_0,0.30100334,0.25019485,0.22440256,0.21593367,0.1739587,0.655214,0.83111113,0.6314731,0.13865998,0.28635952,0.40193292,0.42917848,0.83111113,0.3782852,0.13865998,0.2099666068390556,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1084_0,0.48450086,0.23986958,0.22712359,0.27935222,0.1559633,0.5321367,0.7110754,0.6920086,0.5445652,0.64194757,0.43715486,0.3022862,0.7110754,0.437332,0.1559633,0.18482363494959111,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1085_0,0.2691784,0.27360776,0.16000946,0.19711885,0.42891663,0.7460564,0.7782897,0.3634223,0.35915235,0.8045262,0.53870314,0.25094146,0.8045262,0.43082687,0.16000946,0.22215631941960726,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1086_0,0.33514002,0.48754448,0.45958686,0.60853267,0.5902965,0.51939166,0.8665724,0.27178824,0.49373764,0.85965896,0.70846903,0.40752864,0.8665724,0.55068725,0.27178824,0.1794216641398587,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1087_0,0.6594427,0.67276764,0.5420744,0.5216279,0.74159753,0.4895458,0.8006993,0.7637924,0.76278895,0.8192699,0.64136577,0.6583376,0.8192699,0.6727758,0.4895458,0.10560239321227945,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1088_0,0.6015757,0.65975106,0.5118299,0.45551652,0.70291775,0.49761993,0.8037808,0.7544454,0.7768908,0.8014815,0.5037594,0.5907112,0.8037808,0.6383567,0.45551652,0.12323918196203199,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1089_0,0.52480704,0.55262417,0.4681856,0.6893965,0.7617754,0.7302173,0.7501153,0.5567108,0.72515494,0.7848492,0.7935088,0.7237333,0.7935088,0.6717565,0.4681856,0.1086286372762591,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1090_0,0.49554896,0.519805,0.43691936,0.57784057,0.53173876,0.63106793,0.48062325,0.475891,0.68024135,0.74703085,0.7409714,0.62453985,0.74703085,0.5785182,0.43691936,0.10111896113030279,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1091_0,0.5964199,0.61621344,0.50493485,0.6413091,0.73348314,0.69446135,0.47376788,0.5547975,0.7628083,0.76989543,0.7277267,0.6,0.76989543,0.6396515,0.47376788,0.09511233871526673,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1092_0,0.6723593,0.8155794,0.5701198,0.2015504,0.27057275,0.26457125,0.22950819,0.23697795,0.022900764,-0.13513513,0.039233305,-0.05574913,0.8155794,0.26104075,-0.13513513,0.27997946535261864,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1093_0,0.40402195,0.45969373,0.40210286,0.51174873,0.68342644,0.25165373,0.66612035,0.4638569,0.8134168,0.8114156,0.11665721,0.704287,0.8134168,0.5240334,0.11665721,0.20851559727402075,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1094_0,0.50572467,0.6186179,0.5676981,0.59850687,0.76009995,0.22342493,0.7392067,0.6197381,0.7668586,0.7705116,0.1788424,0.57588655,0.7705116,0.577093,0.1788424,0.18842845828064161,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1095_0,0.33479452,0.3854333,0.38644785,0.31493348,0.14546514,0.12228968,0.25811437,0.8265487,0.10125261,0.8551169,0.76391983,0.10863239,0.8551169,0.38357905,0.10125261,0.26869260434424047,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1096_0,0.3059152,0.3209048,0.2804787,0.273815,0.09194467,0.10239453,0.18357083,0.5428322,0.23437248,0.58747447,0.34304208,0.14990328,0.58747447,0.2847207,0.09194467,0.1485837556335944,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1097_0,0.22925764,0.23710021,0.23233196,0.23539095,0.10519187,0.08144126,0.12818533,0.29045996,0.116231784,0.48568746,0.30809617,0.1743487,0.48568746,0.2186436,0.08144126,0.10712983609403523,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1098_0,0.3269389,0.2906846,0.28438157,0.25114802,0.47092125,0.60934395,0.4983436,0.5137255,0.66806257,0.5662133,0.39855942,0.35971588,0.66806257,0.4365032,0.25114802,0.13209575423719522,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1099_0,0.44955993,0.498998,0.38521025,0.060976345,0.47155964,0.5997979,0.5271955,0.3114754,0.59288096,0.8150738,0.594825,0.34964538,0.8150738,0.4714332,0.060976345,0.1791687244444144,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1100_0,0.2918206,0.37978226,0.36317852,0.07380608,0.25219744,0.75432986,0.71497583,0.60523796,0.7587339,0.70375687,0.27334467,0.45141453,0.7587339,0.4685482,0.07380608,0.22208379145245288,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1101_0,0.29024082,0.19684385,0.3395164,0.6707882,0.6432,0.33808726,0.38306063,0.13621795,0.68233985,0.8695777,0.51678175,0.23196784,0.8695777,0.44155186,0.13621795,0.2207042726273642,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1102_0,0.27257383,0.15655763,0.34751773,0.5875173,0.51595455,0.31031778,0.3165574,0.19202898,0.732585,0.8559347,0.33454034,0.37794432,0.8559347,0.41666913,0.15655763,0.20515198201188775,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1103_0,0.4831848,0.5056677,0.4292624,0.5787659,0.80251265,0.70133793,0.5508452,0.44146767,0.82111263,0.7535082,0.6001071,0.57024795,0.82111263,0.60316837,0.4292624,0.13044678204985594,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1104_0,0.74001193,0.43836886,0.21303,0.2938856,0.5088419,0.20622568,0.17556834,0.27666485,0.50959194,0.85437167,0.42561653,0.15337424,0.85437167,0.3996293,0.15337424,0.21568057223886744,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1105_0,0.731523,0.80010414,0.47592738,0.21900013,0.1719057,0.24634147,0.26893592,0.4512785,0.36014515,0.75581396,0.5230534,0.3330991,0.80010414,0.44476065,0.1719057,0.20970805116140712,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1106_0,0.7156461,0.77557296,0.5114348,0.19681144,0.202058,0.45221972,0.43659943,0.103515625,0.19035776,0.78814894,0.4476645,0.12243221,0.78814894,0.4118718,0.103515625,0.2411388261175086,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1107_0,0.2833935,0.2637813,0.2366615,0.27896467,0.5113904,0.56007946,0.6048013,0.26359338,0.30322582,0.8017478,0.65984404,0.23966943,0.8017478,0.4172627,0.2366615,0.18984216284728134,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1108_0,0.2538742,0.23551057,0.22236727,0.21082343,0.43327102,0.6085841,0.59149426,0.24502487,0.28329048,0.8972208,0.73600847,0.17262357,0.8972208,0.40750775,0.17262357,0.23198908323661238,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1109_0,0.27804878,0.25459558,0.22420092,0.18321513,0.40099198,0.4697802,0.55599624,0.18367347,0.30410653,0.8760563,0.7254616,0.21110299,0.8760563,0.38893583,0.18321513,0.2171561163586996,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1110_0,0.3558591,0.7220296,0.5865316,0.2788329,0.07875895,0.56748533,0.8045977,0.5291249,-0.2878553,0.5864979,0.31719214,0.6972187,0.8045977,0.43635613,-0.2878553,0.29636800697755544,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1111_0,0.3544396,0.7647697,0.6197028,0.23536018,0.19690806,0.46359864,0.7769538,0.4957147,-0.21047331,0.51657754,0.36825523,0.6121336,0.7769538,0.43282837,-0.21047331,0.26242440053021704,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
