system:index,NDVI_01_Jan,NDVI_02_Feb,NDVI_03_Mar,NDVI_04_Apr,NDVI_05_May,NDVI_06_Jun,NDVI_07_Jul,NDVI_08_Aug,NDVI_09_Sep,NDVI_10_Oct,NDVI_11_Nov,NDVI_12_Dec,NDVI_Max,NDVI_Mean,NDVI_Min,NDVI_StdDev,class,.geo
51_0,0.35868853,0.36580086,0.38384846,0.30676553,0.37234414,0.3837429,0.47837314,0.5290934,0.4932856,0.42334095,0.17041522,0.3955653,0.5290934,0.38843867,0.17041522,0.08946051725142812,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0,0.500998,0.4127777,0.50793445,0.2871233,0.27617007,0.2982935,0.35,0.28361934,0.4097561,0.5365194,0.48163584,0.6222369,0.6222369,0.41392204,0.27617007,0.11140686886190926,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0,0.6058111,0.41975307,0.5868488,0.2714036,0.3298647,0.29793146,0.4385801,0.3930921,0.41580757,0.6122901,0.7275607,0.75826395,0.75826395,0.48810062,0.2714036,0.15782279532249244,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
54_0,0.45372716,0.6081464,0.5446626,0.48496044,0.5403791,0.6999185,0.64028054,0.55288684,0.2747253,0.5950997,0.4932638,0.51585364,0.6999185,0.5336587,0.2747253,0.10272365688083746,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
55_0,0.4480667,0.7377,0.61439043,0.38465893,0.12971291,0.74354005,0.8062213,0.50439024,0.13357401,-0.13313845,-0.113065325,0.14582561,0.8062213,0.36682305,-0.13313845,0.3161473559218006,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_0,0.60302716,0.78083324,0.6462638,0.40912646,0.30172965,0.7631357,0.8064159,0.51385736,0.14759536,-0.31665996,-0.086107925,0.20186113,0.8064159,0.39758983,-0.31665996,0.3439288802389465,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
57_0,0.3015612,0.61066854,0.65056384,0.5498691,0.35649756,0.59746337,0.7033342,0.6218507,0.78107846,0.6802791,0.34558305,0.55342185,0.78107846,0.5626809,0.3015612,0.14552310814520117,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
58_0,0.37412935,0.76603997,0.72459745,0.41180542,0.2981776,0.80730134,0.7930649,0.27134404,0.13135593,-0.20082815,-0.2622108,-0.28005466,0.80730134,0.3195602,-0.28005466,0.39200200083402925,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
59_0,0.4907033,0.784103,0.67093074,0.25995448,0.34295335,0.84985197,0.8291069,0.21264823,0.13401149,-0.29460582,-0.35172415,0.11769211,0.84985197,0.33713546,-0.35172415,0.3898956673673796,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_0,0.74460745,0.71567583,0.29860464,0.15925926,0.73103243,0.8507138,0.69667214,0.3490566,0.254306,-0.13274336,-0.2613909,0.13034111,0.8507138,0.37801126,-0.2613909,0.35347932584424596,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
